Processed_Feature_0,Processed_Feature_1,Cluster
2.402380420070205,1.1074563341338413,0
3.437617540043243,0.2616541663050085,0
1.0037251889273626,4.19147701743289,2
0.2825606194533474,4.772506188474386,2
1.271351410391688,1.8925420677088496,0
-1.5811332175880737,3.738440605217151,2
-0.3201500043440233,2.8911250054596085,2
0.7438739881017237,4.122405677103188,2
1.3603489942050504,3.333613700861889,2
-1.11142377967171,7.956347983664254,1
-1.9229378053023551,3.02337363331074,2
1.744756095926636,0.3103657443226749,0
-1.0632871109604762,1.9209232866643848,2
-0.9836360303822594,7.942735735081502,1
1.5459225627019515,4.356318072279505,2
1.1552129830701283,5.0996188654606085,2
2.576645613570955,1.0637868034456135,0
0.7893385592700715,4.3374865327862375,2
-1.7572480884292898,7.640058334349489,1
1.0161804119763955,4.485270466092259,2
0.3557243734758163,4.712744038417366,2
2.6963731610224837,0.6256321776271043,0
-1.7519922832186756,2.1821645462633112,2
-1.698069981567888,7.855145264209821,1
1.0701740013257204,4.443095949168556,2
-1.1118201096734732,7.225416826475733,1
1.8432084721785584,-0.0722208532526826,0
-1.3951982797460782,3.1537200217211776,2
-0.4074488759709744,7.589230939446872,1
-2.7294334425212545,3.1440081738436585,2
-2.010279917745526,2.2468951067401437,2
-2.3938681326659283,2.191556464859112,2
2.5192193078744376,0.1873352758219462,0
-0.9138296618687016,2.586357857283085,2
-1.3140493973539746,3.28801419396909,2
2.6210951738263883,-0.7461426403757969,0
-1.7598072830485385,7.849235869006365,1
0.5409116514683445,3.473768954211357,2
-2.2340349508645154,7.591816937885695,1
2.4550973706520267,0.6212317875048049,0
-2.0274678080440043,8.601105223245307,1
2.106160496780248,3.4951318907629223,2
0.4285767432799999,4.973997100305902,2
2.8467496472138234,0.3682123688079857,0
-1.8314145742163197,2.2867541998021186,2
2.5807671783852766,0.8285991788456009,0
1.3514089491628076,3.3425527340843413,2
1.3222245685154597,4.178808074101593,2
1.437306351447492,0.687697641184474,0
1.84679712993374,0.5489025738217417,0
-1.235618561940912,7.895132689860021,1
-0.9659958878382612,8.022328258574088,1
-1.920782218204824,1.2171495581683014,2
0.7638737317944047,3.478816551397579,2
0.9353251153517164,5.33179296043801,2
-0.6731139153122417,3.155534212307059,2
-1.1245617430353594,2.4933788428267767,2
-1.8167489316902776,7.982126089218574,1
0.3083989779147409,7.593040639331032,1
2.027845145036737,1.0299682533922407,0
1.977203348916656,0.954035597569278,0
-1.5030537562058697,7.337481257118817,1
1.9408754252840383,0.6607539515178666,0
1.7917538083515892,1.0064667174686297,0
1.6960751592790864,0.2281254683617002,0
-2.945408303506613,2.9300827703562686,2
0.2245928625165393,4.770281540947536,2
2.084964510422932,1.1939657257065106,0
0.9660578302296308,4.531278368781439,2
-2.335659266799378,2.460938228379187,2
-0.9672246341799192,8.876987414253023,1
1.8727175224410584,4.180692369188909,2
-1.2409165845628598,8.777015784363137,1
1.889865200696544,0.4718268804298039,0
-0.6718397356697544,8.632897723565403,1
1.894627399296498,0.2208568610559327,0
-1.4165487166177195,2.686588405107758,2
-1.759026521332293,2.611706617552945,2
0.1867256322395823,4.026836564559565,2
0.453791789037366,3.956477528589741,2
-1.2549431418512549,7.842359355563632,1
0.9616744039071335,3.860968781924977,2
-1.7236277718298372,7.5164964708347215,1
0.6697869960051712,3.5954080169749427,2
0.8154680559756669,4.785261164926227,2
-1.6586286302206332,2.267460288929962,2
-1.7997238416681165,7.951112325080723,1
-0.6411503149496368,7.440689388784893,1
2.715438124365102,1.6764768433336696,0
-1.2123189648763846,7.707946188779409,1
-1.2298946801430397,7.793675068573433,1
-1.224395733994253,6.895263189124632,1
1.8697988545698527,0.7575836630117212,0
-1.282737485825387,7.600729784337185,1
0.7343639103625873,5.037254369677847,2
0.754760975781029,4.160159820902834,2
1.4726047791661871,1.086553982647431,0
1.7739490086528007,-0.4232011113623979,0
2.113902502061791,1.247435867789913,0
0.4027030782508288,4.096198262028758,2
-1.0287465019960351,8.614155175825745,1
-1.7055244818996491,7.302791933660033,1
