Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO
-0.9853447295662224,0.23569583676205916,-0.8252176496158384,-0.9298943792539407,0.30703926349227456,0.9837812651523129,1.5515769812186038,1.6797023326128684,2.4621470460734924,1.4765001000700189,0.8432069073861739,0.349413940993261,1.409303937080072,2.5108902417547814,-0.5507847897348009,0.6939037392619777,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,2.3888463379521307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.2357329535285957,-0.235454185332179,1.0325587676097676,0.9069340242106335,-0.38366417634974903,-0.8704794810063111,-0.6363011552898765,-0.7132254067643876,-0.6504492534945548,-0.6315031783543306,-0.7290057871219767,-0.1682363419597184,-1.1104093734576166,-0.5687196185467573,-1.1661254027053516,-0.13046347152923427,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3176427989998938,0.7739989186443602,-0.8252176496158384,-0.9298943792539407,-0.7980862402549632,0.3627227780575174,0.570804023473423,-0.17703233923726175,1.3452742562284872,-0.14690472354413533,-0.03876606758181304,-0.6858866249126978,1.409303937080072,-0.22654074517991973,1.2952370491768512,-0.5426470769248403,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.2681492860951367,-1.0223554177564882,1.0325587676097676,-0.9298943792539407,-0.7980862402549632,-0.8704794810063111,-0.5608570816171703,-0.6511865394471995,-0.5039741335148821,-0.5830433328733111,-0.7481791126647591,-0.1682363419597184,-0.7504503290950897,-0.9108984919135951,-0.5507847897348009,0.2817201338663717,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0177610621327633,0.24188782026423034,1.0325587676097676,-0.9298943792539407,1.550305455207917,-0.38908486421512983,0.4199158761280105,-0.21691446822688268,0.1551639063936456,-0.0015251871010767454,-0.5564458572369358,1.3847145068992197,0.3294268039924911,0.11563812818691793,0.06455582323574982,-0.13046347152923427,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.15071731635831165,0.41046956464592316,-0.8252176496158384,0.9069340242106335,-1.143437960175975,0.642050518664746,0.3947678515704418,-0.3055414215371514,-0.6870680334894731,0.36192365400656973,-0.5756191827797181,-0.1682363419597184,0.689385848355018,0.4578170015537556,1.2952370491768512,0.2817201338663717,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.18313364892485265,0.13570529027215936,-0.8252176496158384,0.9069340242106335,-0.5218048643181538,-0.20484741828270248,0.9731724163945228,-0.013072475613264588,0.22840146638348202,0.5315331131901381,-0.3263659507235479,0.8670642239462404,1.049344892717545,0.11563812818691793,0.3722261297210252,0.2817201338663717,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.3516120274159276,-0.7503875230288662,1.0325587676097676,-0.9298943792539407,-0.5908752083023561,-0.6773273199481211,-0.4099689342717579,-0.4916580234887158,-0.6321398634970958,-0.6315031783543306,-0.4030592528946772,-0.1682363419597184,-0.03053224037003586,-0.9108984919135951,-0.5507847897348009,1.1060873446575836,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4335218728872259,-0.8743470379142674,1.0325587676097676,-0.9298943792539407,-1.0398324441996714,-0.8615647658805485,-0.6614491798474453,-0.6334611487851458,-0.6321398634970958,-0.5830433328733111,-0.8056990892931061,-0.6858866249126978,-0.3904912847325628,-0.9108984919135951,-1.1661254027053516,1.5182709500531897,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,2.3888463379521307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.56958391881176,-1.861189415037717,1.0325587676097676,0.9069340242106335,0.6523909834132863,-0.8199627619603229,-0.6614491798474453,-0.7132254067643876,-0.668758643492014,-0.6315031783543306,-0.5947925083225005,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.7814660156759023,6.052290609404856,3.5696402183334324,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.1846865447743455,-0.0342147215116156,1.0325587676097676,-0.9298943792539407,-1.3161138201364808,-0.8883089112578363,-0.5357090570596016,-0.7132254067643876,-0.6870680334894731,-0.6072732556138208,-0.8248724148358884,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.1661254027053516,0.6939037392619777,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.600447355528808,-1.7872051992569362,-0.8252176496158384,-0.9298943792539407,0.3415744354843757,-0.8853373395492488,-0.25908078692634545,-0.6910686684368205,-0.48566474351742295,-0.6315031783543306,-0.5372725316941535,-0.6858866249126978,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.8184192469246402,0.431242670588691,-0.8252176496158384,-0.9298943792539407,1.1358833913027029,-0.3266818583347915,0.8725803181642479,1.3872333866889814,3.4325447159388247,2.0580182458422533,-0.26884597409520095,-0.6858866249126978,-0.3904912847325628,0.4578170015537556,0.6798964362063006,-1.3670142877160523,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.4026584361701777,0.28427294604360853,1.0325587676097676,0.9069340242106335,0.13436340353176865,-0.21079056169987753,-0.6111531307323078,-0.5049520664852561,-0.6321398634970958,-0.5345834873922916,-0.5756191827797181,0.349413940993261,0.689385848355018,-0.5687196185467573,-0.24311448324952553,0.2817201338663717,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.5185375100575098,-1.39479323834192,-0.8252176496158384,-0.9298943792539407,-0.38366417634974903,-0.8942520546750115,-0.3093768360414829,-0.6644805824437399,-0.5772116935047185,-0.6315031783543306,-0.7481791126647591,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.9034348840949242,1.220900334378483,-0.8252176496158384,-0.9298943792539407,-0.9016917562312667,2.08623436903829,-0.10819263958093302,-0.230208511223423,0.3931859763606139,0.9919016452598236,0.018753909046533936,-0.6858866249126978,1.049344892717545,1.142174748287431,1.910577662147402,-0.9548306823204462,-0.2801402771248674,-0.2838301877786302,3.5696402183334324,3.8151743807531995,-0.1165103456070926,-0.09728166526882823,2.3888463379521307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9342983208119723,-0.4149817586144841,1.0325587676097676,0.9069340242106335,0.06529305954756628,-0.7456734692456345,-0.5357090570596016,-0.655617887112713,-0.6504492534945548,-0.34074410546821343,-0.7673524382075414,0.349413940993261,-0.3904912847325628,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
